kudos_id,week_number,date,giver_id,giver_name,giver_dept,recipient_id,recipient_name,recipient_dept,category,message,giver_points,recipient_points,company
K002078,6,2026-02-12,1187,Nelson Ong,Technology,1499,Kevin Abdullah,Corporate Affairs,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002079,6,2026-02-09,1187,Nelson Ong,Technology,1068,Rajesh Yusof,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002080,8,2026-02-26,1187,Nelson Ong,Technology,1319,Farid Chua,Marketing,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K002081,8,2026-02-25,1187,Nelson Ong,Technology,1475,Jason Hamid,Legal,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002082,14,2026-04-08,1187,Nelson Ong,Technology,1376,Amelia Rashid,Enterprise,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002083,14,2026-04-07,1187,Nelson Ong,Technology,1359,Yazid Ibrahim,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002084,29,2026-07-24,1187,Nelson Ong,Technology,1377,Harish Chua,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002085,29,2026-07-20,1187,Nelson Ong,Technology,1479,Kavya Karim,Legal,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002086,29,2026-07-21,1187,Nelson Ong,Technology,1108,Vivian Ali,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002087,36,2026-09-10,1187,Nelson Ong,Technology,1301,Yazid Aziz,Marketing,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002088,36,2026-09-08,1187,Nelson Ong,Technology,1268,Rina Lim,Sales,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002089,40,2026-10-07,1187,Nelson Ong,Technology,1088,Nadia Karim,Retail,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002090,40,2026-10-05,1187,Nelson Ong,Technology,1297,Sarah Chong,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K002091,40,2026-10-05,1187,Nelson Ong,Technology,1227,Yazid Aziz,Sales,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K002092,42,2026-10-21,1187,Nelson Ong,Technology,1341,Amelia Goh,Marketing,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002093,43,2026-10-26,1187,Nelson Ong,Technology,1409,Ivan Soh,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002094,43,2026-10-29,1187,Nelson Ong,Technology,1310,Farid Ng,Marketing,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002095,43,2026-10-29,1187,Nelson Ong,Technology,1112,Hafiz Ooi,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002096,47,2026-11-27,1187,Nelson Ong,Technology,1073,Yazid Rahman,Retail,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002097,47,2026-11-27,1187,Nelson Ong,Technology,1212,Farid Koh,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002098,49,2026-12-07,1187,Nelson Ong,Technology,1277,Azlan Karim,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002099,49,2026-12-07,1187,Nelson Ong,Technology,1065,Priya Raj,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002100,50,2026-12-17,1187,Nelson Ong,Technology,1262,Hafiz Lee,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K002101,50,2026-12-16,1187,Nelson Ong,Technology,1006,Wei Rahman,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002102,3,2026-01-23,1188,Joanne Goh,Technology,1353,Eugene Raj,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002103,3,2026-01-23,1188,Joanne Goh,Technology,1381,Siti Ooi,Enterprise,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002104,3,2026-01-20,1188,Joanne Goh,Technology,1408,Hafiz Lee,Enterprise,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002105,17,2026-04-30,1188,Joanne Goh,Technology,1041,Yazid Menon,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002106,18,2026-05-05,1188,Joanne Goh,Technology,1300,Grace Yusof,Marketing,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002107,41,2026-10-13,1188,Joanne Goh,Technology,1419,Wendy Goh,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K002108,6,2026-02-10,1189,Rajesh Nair,Technology,1196,Mei Aziz,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002109,6,2026-02-12,1189,Rajesh Nair,Technology,1040,Elaine Karim,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002110,12,2026-03-25,1189,Rajesh Nair,Technology,1170,Prakash Rahman,Technology,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002111,12,2026-03-27,1189,Rajesh Nair,Technology,1445,James Lim,Finance,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002112,14,2026-04-10,1189,Rajesh Nair,Technology,1407,Kavya Ng,Enterprise,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002113,14,2026-04-08,1189,Rajesh Nair,Technology,1036,Siti Ibrahim,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002114,18,2026-05-05,1189,Rajesh Nair,Technology,1328,Nelson Bakar,Marketing,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002115,22,2026-06-02,1189,Rajesh Nair,Technology,1429,Prakash Lee,Finance,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002116,22,2026-06-04,1189,Rajesh Nair,Technology,1488,Grace Chan,Corporate Affairs,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002117,22,2026-06-05,1189,Rajesh Nair,Technology,1005,Nelson Yap,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002118,40,2026-10-07,1189,Rajesh Nair,Technology,1405,Sarah Abdullah,Enterprise,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002119,40,2026-10-05,1189,Rajesh Nair,Technology,1192,Rina Karim,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002120,40,2026-10-05,1189,Rajesh Nair,Technology,1211,Hafiz Lim,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002121,46,2026-11-18,1189,Rajesh Nair,Technology,1253,Elaine Lee,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002122,46,2026-11-19,1189,Rajesh Nair,Technology,1386,Suresh Ibrahim,Enterprise,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002123,46,2026-11-18,1189,Rajesh Nair,Technology,1169,Grace Aziz,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002124,6,2026-02-11,1190,Rina Goh,Technology,1392,Shirley Chan,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K002125,6,2026-02-13,1190,Rina Goh,Technology,1148,Yazid Bakar,Technology,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002126,10,2026-03-12,1190,Rina Goh,Technology,1090,Lily Menon,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002127,10,2026-03-12,1190,Rina Goh,Technology,1348,Eugene Karim,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002128,10,2026-03-12,1190,Rina Goh,Technology,1252,Ivan Ng,Sales,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002129,11,2026-03-16,1190,Rina Goh,Technology,1438,Sarah Soh,Finance,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002130,15,2026-04-17,1190,Rina Goh,Technology,1267,Yazid Karim,Sales,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002131,15,2026-04-17,1190,Rina Goh,Technology,1360,Prakash Pillai,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002132,34,2026-08-24,1190,Rina Goh,Technology,1136,Daniel Hamid,Technology,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K002133,34,2026-08-26,1190,Rina Goh,Technology,1275,Jason Bakar,Sales,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002134,4,2026-01-28,1191,Cheryl Ismail,Technology,1402,Wendy Goh,Enterprise,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002135,4,2026-01-28,1191,Cheryl Ismail,Technology,1109,Fatimah Chong,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002136,5,2026-02-03,1191,Cheryl Ismail,Technology,1212,Farid Koh,Technology,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002137,5,2026-02-06,1191,Cheryl Ismail,Technology,1489,Sarah Nair,Corporate Affairs,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002138,10,2026-03-13,1191,Cheryl Ismail,Technology,1001,Pamela Abdullah,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002139,10,2026-03-09,1191,Cheryl Ismail,Technology,1169,Grace Aziz,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002140,10,2026-03-09,1191,Cheryl Ismail,Technology,1426,Sarah Malik,Finance,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002141,12,2026-03-23,1191,Cheryl Ismail,Technology,1017,Wendy Yusof,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002142,12,2026-03-25,1191,Cheryl Ismail,Technology,1441,Mei Malik,Finance,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002143,19,2026-05-15,1191,Cheryl Ismail,Technology,1159,Ahmad Singh,Technology,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002144,27,2026-07-09,1191,Cheryl Ismail,Technology,1129,Sarah Chua,Technology,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002145,27,2026-07-06,1191,Cheryl Ismail,Technology,1014,Sarah Lee,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002146,27,2026-07-09,1191,Cheryl Ismail,Technology,1496,Shirley Ismail,Corporate Affairs,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002147,29,2026-07-20,1191,Cheryl Ismail,Technology,1248,Ridzwan Teh,Sales,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002148,30,2026-07-29,1191,Cheryl Ismail,Technology,1106,Sarah Ong,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002149,35,2026-09-04,1191,Cheryl Ismail,Technology,1162,Natasha Menon,Technology,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002150,35,2026-09-01,1191,Cheryl Ismail,Technology,1175,Rina Yusof,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002151,35,2026-09-03,1191,Cheryl Ismail,Technology,1438,Sarah Soh,Finance,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002152,36,2026-09-11,1191,Cheryl Ismail,Technology,1177,Christopher Kumar,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002153,43,2026-10-26,1191,Cheryl Ismail,Technology,1045,Rina Singh,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002154,43,2026-10-30,1191,Cheryl Ismail,Technology,1365,Priya Bakar,Marketing,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002155,43,2026-10-28,1191,Cheryl Ismail,Technology,1351,Nurul Ali,Marketing,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K002156,47,2026-11-23,1191,Cheryl Ismail,Technology,1047,Yazid Chong,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002157,47,2026-11-26,1191,Cheryl Ismail,Technology,1462,Lily Hamid,HR,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002158,51,2026-12-25,1191,Cheryl Ismail,Technology,1004,Shirley Chan,Retail,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002159,1,2026-01-07,1192,Rina Karim,Technology,1366,Vivian Teh,Marketing,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002160,1,2026-01-07,1192,Rina Karim,Technology,1228,Cheryl Karim,Sales,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002161,1,2026-01-06,1192,Rina Karim,Technology,1402,Wendy Goh,Enterprise,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002162,19,2026-05-13,1192,Rina Karim,Technology,1281,Ivan Rashid,Sales,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002163,19,2026-05-14,1192,Rina Karim,Technology,1305,Ganesh Ng,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K002164,19,2026-05-14,1192,Rina Karim,Technology,1009,Daniel Yusof,Retail,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K002165,23,2026-06-09,1192,Rina Karim,Technology,1174,Rajesh Menon,Technology,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002166,23,2026-06-08,1192,Rina Karim,Technology,1049,Daniel Koh,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002167,23,2026-06-09,1192,Rina Karim,Technology,1260,Wendy Karim,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K002168,35,2026-08-31,1192,Rina Karim,Technology,1045,Rina Singh,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002169,35,2026-09-03,1192,Rina Karim,Technology,1318,James Ng,Marketing,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002170,44,2026-11-04,1192,Rina Karim,Technology,1229,Lily Yap,Sales,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002171,44,2026-11-02,1192,Rina Karim,Technology,1103,Ganesh Ismail,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002172,44,2026-11-02,1192,Rina Karim,Technology,1224,Jason Yusof,Sales,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002173,45,2026-11-09,1192,Rina Karim,Technology,1320,Azlan Lee,Marketing,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002174,45,2026-11-10,1192,Rina Karim,Technology,1171,Prakash Wong,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K002175,45,2026-11-11,1192,Rina Karim,Technology,1493,Farid Chua,Corporate Affairs,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002176,49,2026-12-11,1192,Rina Karim,Technology,1205,Elaine Teh,Technology,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
